ID,1_percentage,1_counts,2_percentage,2_counts,3_percentage,3_counts,4_percentage,4_counts,5_percentage,5_counts,6_percentage,6_counts,7_percentage,7_counts,8_percentage,8_counts,9_percentage,9_counts,10_percentage,10_counts,11_percentage,11_counts,12_percentage,12_counts,13_percentage,13_counts,14_percentage,14_counts,15_percentage,15_counts,16_percentage,16_counts,17_percentage,17_counts,18_percentage,18_counts
1_5_160030_92,42.92,467.0,4.41,48.0,2.76,30.0,2.57,28.0,6.71,73.0,0.09,1.0,27.94,304.0,0.92,10.0,0.0,0.0,0.09,1.0,0.74,8.0,1.65,18.0,0.0,0.0,6.99,76.0,0.09,1.0,0.0,0.0,0.09,1.0,0.0,0.0
3_71_169396_93,70.09,150.0,4.21,9.0,0.0,0.0,7.48,16.0,7.94,17.0,0.47,1.0,2.34,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,1.0,0.0,0.0,0.0,0.0,3.74,8.0,0.0,0.0,0.47,1.0,0.0,0.0,0.0,0.0
1_10_161191_10,36.84,196.0,6.58,35.0,1.5,8.0,3.01,16.0,4.51,24.0,0.0,0.0,32.52,173.0,0.0,0.0,0.0,0.0,0.0,0.0,2.63,14.0,1.32,7.0,0.0,0.0,8.65,46.0,0.38,2.0,0.0,0.0,0.38,2.0,0.0,0.0
4_80_170548_25,50.0,316.0,11.87,75.0,1.58,10.0,1.27,8.0,4.27,27.0,0.0,0.0,21.2,134.0,0.16,1.0,0.0,0.0,0.0,0.0,0.32,2.0,1.27,8.0,0.16,1.0,3.64,23.0,0.16,1.0,0.63,4.0,1.11,7.0,0.0,0.0
3_92_171757_33_21,32.03,204.0,5.49,35.0,0.47,3.0,1.41,9.0,6.91,44.0,0.31,2.0,36.73,234.0,0.31,2.0,0.0,0.0,0.63,4.0,2.35,15.0,2.35,15.0,0.0,0.0,7.85,50.0,0.94,6.0,0.63,4.0,0.47,3.0,0.0,0.0
4_137_179170_48,82.05,32.0,0.0,0.0,2.56,1.0,2.56,1.0,2.56,1.0,0.0,0.0,5.13,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.56,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3_135_178876_16,51.97,145.0,8.96,25.0,2.87,8.0,1.08,3.0,2.15,6.0,0.0,0.0,23.3,65.0,0.36,1.0,0.72,2.0,0.0,0.0,0.36,1.0,1.43,4.0,0.0,0.0,2.51,7.0,0.72,2.0,0.0,0.0,0.36,1.0,0.0,0.0
3_127_177271_16,82.14,23.0,14.29,4.0,3.57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3_75_169756_8,59.46,154.0,6.56,17.0,1.54,4.0,3.09,8.0,4.25,11.0,0.0,0.0,17.76,46.0,0.77,2.0,0.0,0.0,0.39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93,5.0,0.0,0.0,0.39,1.0,0.39,1.0,0.0,0.0
2_21_163168_5,50.48,209.0,13.29,55.0,1.93,8.0,2.17,9.0,7.49,31.0,0.24,1.0,15.7,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,3.0,0.24,1.0,0.0,0.0,3.38,14.0,0.24,1.0,0.48,2.0,0.24,1.0,0.24,1.0
5_232_183775_3,60.23,106.0,25.57,45.0,0.57,1.0,1.7,3.0,2.84,5.0,0.0,0.0,3.98,7.0,0.57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,1.0,2.27,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4_147_180208_21,56.0,56.0,8.0,8.0,1.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2_60_167599_30,60.41,470.0,9.77,76.0,1.29,10.0,2.57,20.0,9.64,75.0,0.26,2.0,7.46,58.0,0.13,1.0,0.0,0.0,0.0,0.0,0.51,4.0,0.64,5.0,0.0,0.0,4.24,33.0,0.13,1.0,0.64,5.0,0.26,2.0,0.0,0.0
3_110_174547_45,34.15,196.0,3.31,19.0,1.22,7.0,1.22,7.0,6.79,39.0,0.0,0.0,40.42,232.0,0.17,1.0,0.17,1.0,0.0,0.0,1.57,9.0,1.22,7.0,0.0,0.0,6.45,37.0,0.52,3.0,0.35,2.0,0.17,1.0,0.0,0.0
3_89_171373_3,41.62,283.0,4.56,31.0,1.62,11.0,6.62,45.0,7.06,48.0,0.0,0.0,23.82,162.0,0.29,2.0,0.0,0.0,0.0,0.0,0.88,6.0,1.62,11.0,0.0,0.0,8.38,57.0,0.0,0.0,0.15,1.0,0.0,0.0,0.0,0.0
3_71_169258_47,73.42,58.0,8.86,7.0,1.27,1.0,0.0,0.0,3.8,3.0,0.0,0.0,8.86,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_42_165358_16,57.67,282.0,6.34,31.0,1.64,8.0,1.64,8.0,1.84,9.0,0.0,0.0,21.27,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,2.0,1.43,7.0,0.2,1.0,3.48,17.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0
4_166_183109_2_8,1.68,4.0,0.84,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,1.0,0.0,0.0,0.42,1.0,0.0,0.0,0.0,0.0,81.09,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.87,33.0
3_70_168934_39,57.93,577.0,5.42,54.0,2.01,20.0,2.71,27.0,4.92,49.0,0.6,6.0,17.77,177.0,0.0,0.0,0.2,2.0,0.2,2.0,0.4,4.0,0.9,9.0,0.0,0.0,3.82,38.0,0.2,2.0,0.2,2.0,0.1,1.0,0.0,0.0
3_76_169855_20,65.85,108.0,6.71,11.0,2.44,4.0,3.66,6.0,3.66,6.0,0.0,0.0,7.93,13.0,0.0,0.0,0.61,1.0,0.0,0.0,0.61,1.0,0.61,1.0,0.61,1.0,3.66,6.0,0.61,1.0,0.0,0.0,1.83,3.0,0.0,0.0
3_70_168886_23,39.56,341.0,7.31,63.0,1.62,14.0,1.86,16.0,4.52,39.0,0.23,2.0,34.57,298.0,0.23,2.0,0.0,0.0,0.23,2.0,0.35,3.0,0.93,8.0,0.23,2.0,5.92,51.0,0.12,1.0,0.12,1.0,0.12,1.0,0.12,1.0
1_13_161914_20,38.22,193.0,3.17,16.0,0.99,5.0,0.59,3.0,9.7,49.0,0.0,0.0,33.07,167.0,0.0,0.0,0.2,1.0,0.0,0.0,1.58,8.0,1.98,10.0,0.0,0.0,7.33,37.0,0.2,1.0,0.2,1.0,0.2,1.0,0.0,0.0
1_11_161440_38,32.0,319.0,2.51,25.0,0.6,6.0,2.11,21.0,6.22,62.0,0.2,2.0,43.43,433.0,0.4,4.0,0.0,0.0,0.0,0.0,2.11,21.0,1.71,17.0,0.0,0.0,6.42,64.0,0.1,1.0,0.1,1.0,0.3,3.0,0.0,0.0
3_117_175387_36,77.06,84.0,11.01,12.0,0.92,1.0,0.0,0.0,0.0,0.0,0.92,1.0,6.42,7.0,0.0,0.0,0.0,0.0,0.92,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3_94_172237_14,48.9,133.0,12.87,35.0,0.37,1.0,2.21,6.0,4.78,13.0,0.0,0.0,19.85,54.0,0.74,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,2.0,0.0,0.0,4.78,13.0,0.0,0.0,0.37,1.0,0.0,0.0,0.0,0.0
3_132_178213_34,58.27,81.0,6.47,9.0,2.16,3.0,6.47,9.0,7.19,10.0,0.72,1.0,7.19,10.0,1.44,2.0,0.0,0.0,0.0,0.0,3.6,5.0,0.72,1.0,0.72,1.0,3.6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4_150_180493_10,54.47,329.0,7.78,47.0,3.15,19.0,3.48,21.0,3.97,24.0,0.17,1.0,17.22,104.0,0.17,1.0,0.0,0.0,0.0,0.0,0.33,2.0,0.83,5.0,0.0,0.0,3.81,23.0,0.17,1.0,0.5,3.0,0.33,2.0,0.0,0.0
2_20_163006_53,33.01,271.0,1.58,13.0,1.58,13.0,3.41,28.0,4.63,38.0,15.71,129.0,27.77,228.0,0.97,8.0,0.12,1.0,0.37,3.0,0.49,4.0,2.19,18.0,0.0,0.0,5.48,45.0,0.24,2.0,0.24,2.0,0.12,1.0,0.0,0.0
2_51_166279_20,50.8,538.0,2.93,31.0,3.31,35.0,1.79,19.0,8.5,90.0,1.04,11.0,21.44,227.0,0.28,3.0,0.0,0.0,0.09,1.0,0.66,7.0,1.51,16.0,0.0,0.0,4.15,44.0,0.09,1.0,0.28,3.0,0.0,0.0,0.0,0.0
4_165_183094_48,61.7,58.0,20.21,19.0,3.19,3.0,3.19,3.0,1.06,1.0,0.0,0.0,9.57,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3_119_175633_4,63.48,146.0,26.52,61.0,0.43,1.0,0.43,1.0,0.43,1.0,0.0,0.0,0.43,1.0,5.22,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,1.0,0.0,0.0
1_5_160075_107,65.46,597.0,4.17,38.0,4.5,41.0,1.86,17.0,5.26,48.0,0.11,1.0,8.22,75.0,0.22,2.0,0.0,0.0,0.0,0.0,0.22,2.0,1.43,13.0,0.0,0.0,4.93,45.0,0.0,0.0,0.22,2.0,0.33,3.0,0.0,0.0
4_102_173275_15,38.7,178.0,4.78,22.0,2.61,12.0,4.35,20.0,4.13,19.0,0.43,2.0,30.22,139.0,0.0,0.0,0.0,0.0,1.09,5.0,0.65,3.0,2.61,12.0,0.0,0.0,5.87,27.0,0.0,0.0,0.43,2.0,0.22,1.0,0.0,0.0
3_76_169951_52,61.82,136.0,5.91,13.0,0.45,1.0,2.73,6.0,5.0,11.0,1.36,3.0,15.0,33.0,0.0,0.0,0.0,0.0,0.45,1.0,0.0,0.0,0.45,1.0,0.0,0.0,3.64,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_10_161236_25,54.17,292.0,7.24,39.0,0.56,3.0,3.71,20.0,4.08,22.0,0.0,0.0,15.4,83.0,0.19,1.0,0.0,0.0,0.19,1.0,1.86,10.0,0.37,2.0,0.0,0.0,9.28,50.0,0.0,0.0,0.19,1.0,0.19,1.0,0.0,0.0
4_158_181672_1,39.1,445.0,8.44,96.0,1.14,13.0,3.51,40.0,7.12,81.0,0.0,0.0,28.73,327.0,0.18,2.0,0.09,1.0,0.26,3.0,1.32,15.0,2.02,23.0,0.0,0.0,4.57,52.0,0.0,0.0,0.44,5.0,0.26,3.0,0.0,0.0
2_22_163354_36_23,54.44,540.0,2.92,29.0,1.51,15.0,2.12,21.0,4.94,49.0,1.31,13.0,21.67,215.0,0.2,2.0,0.1,1.0,0.1,1.0,0.81,8.0,1.71,17.0,0.1,1.0,3.93,39.0,0.3,3.0,0.2,2.0,0.5,5.0,0.1,1.0
1_12_161686_16,25.41,203.0,4.76,38.0,2.5,20.0,2.63,21.0,9.26,74.0,0.0,0.0,41.8,334.0,0.0,0.0,0.0,0.0,0.25,2.0,1.13,9.0,1.63,13.0,0.13,1.0,8.01,64.0,0.0,0.0,0.38,3.0,0.13,1.0,0.13,1.0
4_154_181216_59,36.92,24.0,43.08,28.0,0.0,0.0,4.62,3.0,0.0,0.0,0.0,0.0,9.23,6.0,1.54,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.62,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3_129_177751_30_2,3.51,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.51,4.0,2.63,3.0,90.35,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3_74_169723_35,58.76,114.0,5.15,10.0,0.52,1.0,3.09,6.0,2.58,5.0,0.0,0.0,17.53,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,1.0,0.0,0.0,0.52,1.0,8.76,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4_78_170257_55,68.54,366.0,8.61,46.0,0.56,3.0,2.43,13.0,2.81,15.0,0.0,0.0,8.05,43.0,0.0,0.0,0.0,0.0,0.37,2.0,0.0,0.0,0.56,3.0,0.0,0.0,1.87,10.0,0.37,2.0,0.56,3.0,0.37,2.0,0.0,0.0
1_11_161575_83,47.98,499.0,6.25,65.0,1.25,13.0,2.12,22.0,4.23,44.0,0.29,3.0,22.69,236.0,0.29,3.0,0.0,0.0,0.19,2.0,0.48,5.0,1.73,18.0,0.0,0.0,8.94,93.0,0.19,2.0,0.19,2.0,0.48,5.0,0.1,1.0
1_4_159652_6,51.2,256.0,9.2,46.0,3.0,15.0,3.0,15.0,6.0,30.0,0.0,0.0,16.6,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,8.0,0.0,0.0,5.0,25.0,0.2,1.0,0.6,3.0,0.2,1.0,0.0,0.0
2_33_164380_2,51.94,374.0,5.42,39.0,2.22,16.0,2.78,20.0,5.0,36.0,0.28,2.0,19.31,139.0,0.0,0.0,0.14,1.0,0.0,0.0,0.69,5.0,0.69,5.0,0.14,1.0,5.0,36.0,0.0,0.0,0.28,2.0,0.42,3.0,0.0,0.0
4_78_170296_68,60.86,297.0,5.33,26.0,1.64,8.0,5.53,27.0,2.25,11.0,0.2,1.0,17.21,84.0,0.0,0.0,0.0,0.0,0.2,1.0,0.61,3.0,0.61,3.0,0.0,0.0,2.87,14.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3_75_169783_17,67.07,165.0,10.57,26.0,1.63,4.0,1.63,4.0,4.07,10.0,0.0,0.0,11.79,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,1.0,0.0,0.0,0.0,0.0,2.03,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3_75_169777_15,46.84,89.0,7.37,14.0,0.0,0.0,4.21,8.0,11.05,21.0,0.53,1.0,19.47,37.0,0.0,0.0,0.0,0.0,0.0,0.0,2.11,4.0,1.05,2.0,0.0,0.0,3.16,6.0,0.0,0.0,0.53,1.0,0.0,0.0,0.0,0.0
3_97_172546_15,25.13,47.0,56.15,105.0,1.07,2.0,2.67,5.0,0.53,1.0,0.0,0.0,5.88,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.28,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4_77_170056_35,60.2,242.0,6.47,26.0,0.75,3.0,3.48,14.0,3.98,16.0,0.25,1.0,14.43,58.0,0.5,2.0,0.0,0.0,0.5,2.0,1.0,4.0,0.75,3.0,0.0,0.0,3.23,13.0,0.0,0.0,0.5,2.0,0.75,3.0,0.0,0.0
4_107_174085_57,58.54,48.0,6.1,5.0,12.2,10.0,2.44,2.0,7.32,6.0,0.0,0.0,10.98,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4_157_181612_23,78.05,32.0,17.07,7.0,2.44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_7_160516_50,44.69,404.0,7.85,71.0,1.11,10.0,6.31,57.0,7.41,67.0,0.22,2.0,19.91,180.0,0.22,2.0,0.22,2.0,0.33,3.0,0.77,7.0,1.33,12.0,0.0,0.0,6.31,57.0,0.0,0.0,0.44,4.0,0.22,2.0,0.0,0.0
3_76_169810_5,58.45,83.0,5.63,8.0,0.7,1.0,4.23,6.0,4.23,6.0,0.0,0.0,15.49,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.11,3.0,0.0,0.0,5.63,8.0,0.0,0.0,0.0,0.0,0.7,1.0,0.0,0.0
2_19_162826_16,58.06,144.0,5.65,14.0,2.42,6.0,2.42,6.0,3.23,8.0,0.81,2.0,19.35,48.0,0.4,1.0,0.4,1.0,0.0,0.0,0.4,1.0,0.4,1.0,0.0,0.0,2.42,6.0,0.0,0.0,0.0,0.0,0.81,2.0,0.0,0.0
3_116_175246_42,42.93,85.0,8.59,17.0,2.02,4.0,3.03,6.0,6.57,13.0,0.0,0.0,24.75,49.0,0.51,1.0,0.0,0.0,0.0,0.0,0.51,1.0,0.0,0.0,0.0,0.0,6.57,13.0,0.0,0.0,0.0,0.0,1.01,2.0,0.0,0.0
3_133_178354_41,61.08,204.0,5.99,20.0,1.8,6.0,2.99,10.0,4.49,15.0,0.0,0.0,19.16,64.0,0.0,0.0,0.3,1.0,0.3,1.0,0.0,0.0,0.6,2.0,0.0,0.0,2.1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_7_160450_28,43.36,359.0,5.92,49.0,1.69,14.0,5.56,46.0,4.23,35.0,0.0,0.0,25.36,210.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,13.0,1.09,9.0,0.12,1.0,6.64,55.0,0.0,0.0,0.6,5.0,0.36,3.0,0.24,2.0
3_124_176602_63,57.14,32.0,8.93,5.0,3.57,2.0,3.57,2.0,7.14,4.0,0.0,0.0,14.29,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79,1.0,0.0,0.0,0.0,0.0,1.79,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3_92_171817_53,35.95,367.0,4.9,50.0,0.88,9.0,2.74,28.0,7.05,72.0,0.29,3.0,34.67,354.0,0.29,3.0,0.0,0.0,0.2,2.0,1.08,11.0,2.35,24.0,0.0,0.0,5.48,56.0,0.0,0.0,0.39,4.0,0.59,6.0,0.0,0.0
4_107_173956_14,40.83,225.0,7.99,44.0,2.0,11.0,2.72,15.0,5.63,31.0,0.0,0.0,26.68,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,2.0,1.45,8.0,0.0,0.0,8.89,49.0,0.0,0.0,0.36,2.0,0.36,2.0,0.0,0.0
4_136_178897_5,40.5,339.0,5.62,47.0,0.72,6.0,3.11,26.0,5.26,44.0,0.0,0.0,29.63,248.0,0.24,2.0,0.0,0.0,0.24,2.0,1.43,12.0,2.63,22.0,0.0,0.0,7.41,62.0,0.0,0.0,0.72,6.0,0.6,5.0,0.0,0.0
2_22_163453_69,36.06,256.0,1.97,14.0,0.85,6.0,1.41,10.0,1.83,13.0,28.31,201.0,19.86,141.0,0.28,2.0,0.0,0.0,0.28,2.0,0.42,3.0,1.55,11.0,0.0,0.0,2.11,15.0,0.0,0.0,0.0,0.0,0.14,1.0,0.14,1.0
2_54_166972_1,58.81,237.0,6.95,28.0,2.23,9.0,1.49,6.0,5.46,22.0,0.0,0.0,15.88,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,1.24,5.0,0.0,0.0,5.46,22.0,0.0,0.0,0.5,2.0,0.0,0.0,0.0,0.0
4_86_171061_12,71.59,126.0,8.52,15.0,0.57,1.0,0.57,1.0,0.57,1.0,0.0,0.0,4.55,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,3.0,0.0,0.0,3.98,7.0,0.0,0.0,0.0,0.0,1.14,2.0,0.0,0.0
2_31_164278_22,44.51,81.0,6.59,12.0,1.65,3.0,3.3,6.0,2.2,4.0,18.13,33.0,15.93,29.0,0.0,0.0,0.0,0.0,0.55,1.0,1.65,3.0,1.1,2.0,0.0,0.0,2.75,5.0,0.0,0.0,0.55,1.0,0.0,0.0,0.0,0.0
3_124_176647_78,74.0,37.0,10.0,5.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4_141_179668_86,66.67,26.0,28.21,11.0,2.56,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.56,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4_150_180541_26,77.11,529.0,3.06,21.0,0.15,1.0,4.81,33.0,2.04,14.0,0.0,0.0,7.58,52.0,0.0,0.0,0.0,0.0,0.15,1.0,0.0,0.0,0.44,3.0,0.0,0.0,2.19,15.0,0.29,2.0,0.15,1.0,0.15,1.0,0.0,0.0
3_128_177541_7,50.82,623.0,12.15,149.0,1.06,13.0,1.71,21.0,4.89,60.0,0.0,0.0,21.45,263.0,0.08,1.0,0.0,0.0,0.16,2.0,0.82,10.0,0.73,9.0,0.08,1.0,3.67,45.0,0.16,2.0,0.16,2.0,0.33,4.0,0.0,0.0
3_120_175870_15,82.0,41.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101_198_183739_76,40.6,367.0,1.77,16.0,0.55,5.0,1.55,14.0,3.54,32.0,0.11,1.0,41.37,374.0,3.43,31.0,0.11,1.0,0.0,0.0,1.77,16.0,1.22,11.0,0.0,0.0,3.43,31.0,0.22,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1_17_162616_103,48.93,571.0,5.57,65.0,2.14,25.0,2.4,28.0,6.34,74.0,0.34,4.0,22.19,259.0,0.86,10.0,0.09,1.0,0.0,0.0,0.86,10.0,1.03,12.0,0.09,1.0,6.94,81.0,0.0,0.0,0.17,2.0,0.09,1.0,0.0,0.0
3_91_171613_21,29.85,20.0,22.39,15.0,1.49,1.0,10.45,7.0,8.96,6.0,0.0,0.0,11.94,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.97,4.0,0.0,0.0,1.49,1.0,0.0,0.0,0.0,0.0
2_33_164392_6,56.96,319.0,3.93,22.0,1.61,9.0,2.5,14.0,4.29,24.0,0.18,1.0,20.36,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,1.0,0.54,3.0,0.0,0.0,4.64,26.0,0.0,0.0,0.71,4.0,0.18,1.0,0.0,0.0
2_23_163522_21,75.78,194.0,5.08,13.0,1.17,3.0,0.39,1.0,2.34,6.0,0.0,0.0,8.59,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,4.0,0.39,1.0,3.13,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,1.0
2_31_164257_15,31.29,46.0,0.68,1.0,0.68,1.0,0.0,0.0,0.68,1.0,53.74,79.0,6.8,10.0,0.68,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_46_165844_7,59.79,223.0,5.36,20.0,0.54,2.0,1.61,6.0,1.88,7.0,0.54,2.0,20.64,77.0,0.54,2.0,0.0,0.0,0.0,0.0,0.27,1.0,2.41,9.0,0.0,0.0,1.88,7.0,0.0,0.0,0.27,1.0,1.07,4.0,0.0,0.0
4_156_181405_12,57.57,536.0,10.31,96.0,1.07,10.0,3.97,37.0,4.51,42.0,0.32,3.0,14.39,134.0,1.07,10.0,0.11,1.0,0.11,1.0,0.54,5.0,0.75,7.0,0.0,0.0,2.36,22.0,0.0,0.0,0.32,3.0,0.0,0.0,0.21,2.0
5_240_183847_4,70.14,303.0,9.26,40.0,0.0,0.0,3.01,13.0,3.7,16.0,0.0,0.0,5.09,22.0,0.69,3.0,0.0,0.0,0.0,0.0,0.46,2.0,1.39,6.0,0.0,0.0,3.24,14.0,0.23,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2_62_167893_18,68.34,313.0,5.02,23.0,3.28,15.0,2.18,10.0,3.28,15.0,0.66,3.0,7.64,35.0,0.22,1.0,0.22,1.0,0.0,0.0,0.0,0.0,0.44,2.0,0.0,0.0,3.93,18.0,0.0,0.0,0.87,4.0,0.0,0.0,0.0,0.0
3_121_176107_64,40.9,364.0,6.85,61.0,0.79,7.0,3.15,28.0,5.39,48.0,0.56,5.0,29.1,259.0,0.0,0.0,0.0,0.0,0.22,2.0,1.01,9.0,0.79,7.0,0.0,0.0,7.08,63.0,0.11,1.0,0.45,4.0,0.11,1.0,0.0,0.0
3_72_169525_33,50.45,169.0,3.88,13.0,0.9,3.0,4.78,16.0,3.88,13.0,0.3,1.0,17.61,59.0,0.0,0.0,0.0,0.0,0.0,0.0,6.57,22.0,1.79,6.0,0.0,0.0,3.28,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_12_161839_67,47.96,483.0,6.75,68.0,1.79,18.0,2.28,23.0,5.46,55.0,0.0,0.0,21.45,216.0,0.3,3.0,0.2,2.0,0.1,1.0,0.6,6.0,1.49,15.0,0.0,0.0,6.26,63.0,0.2,2.0,0.5,5.0,0.3,3.0,0.1,1.0
1_15_162133_25,15.87,73.0,1.96,9.0,0.65,3.0,0.87,4.0,6.3,29.0,0.22,1.0,57.17,263.0,0.22,1.0,0.0,0.0,0.0,0.0,3.7,17.0,3.26,15.0,0.0,0.0,5.87,27.0,1.74,8.0,0.22,1.0,0.22,1.0,0.22,1.0
2_44_165652_11,63.52,195.0,5.21,16.0,1.95,6.0,2.61,8.0,3.26,10.0,0.98,3.0,13.68,42.0,0.98,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,2.0,0.0,0.0,3.26,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3_133_178528_99,64.98,425.0,5.96,39.0,1.22,8.0,2.6,17.0,3.06,20.0,0.0,0.0,15.14,99.0,0.0,0.0,0.15,1.0,0.31,2.0,0.15,1.0,0.76,5.0,0.0,0.0,2.45,16.0,0.31,2.0,0.0,0.0,0.15,1.0,0.0,0.0
3_117_175423_48,32.79,40.0,3.28,4.0,0.0,0.0,0.82,1.0,0.0,0.0,0.0,0.0,9.02,11.0,39.34,48.0,10.66,13.0,0.0,0.0,0.0,0.0,0.82,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,2.0,0.0,0.0
3_70_169117_100,58.29,109.0,5.88,11.0,3.74,7.0,2.14,4.0,3.21,6.0,0.0,0.0,19.79,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,1.0,0.53,1.0,0.0,0.0,1.07,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4_102_173338_36,53.49,230.0,7.67,33.0,2.56,11.0,3.95,17.0,2.09,9.0,0.23,1.0,19.07,82.0,0.23,1.0,0.0,0.0,1.4,6.0,0.93,4.0,1.63,7.0,0.23,1.0,4.42,19.0,0.0,0.0,0.7,3.0,0.23,1.0,0.0,0.0
